tweet_id,text,misogyny,category
2572,مستخدم@ مهاجمتك من الفاسدين يجب أن يكون عزاً لكِ، و هو دليل قاطع كم أنتي مؤثرة و شفافة و جزء لا يتجزأ من #ثورة_لبنان #كلنا_ديما_صادق,none,none
1609,مستخدم@ من فضلك ما تقفليش الكومنتات تانى انا بحترمك جدا و بحب اعلق لك,none,none
2839,مستخدم@ مستخدم@ يا ريت لو انتي كمان بتدرسيها مزبوط,none,none
598,مستخدم@ يارب تتقطم ونخلص من الاشكال دى,misogyny,damning
2849,مستخدم@ مستخدم@ مستخدم@ مستخدم@ سدي يا اكبر كذابة وفاسدة,misogyny,discredit
2391,انا بكره دكاترة الجامعة الستات اوى مبحبهمش من زمان لله فى لله كده,misogyny,discredit
3673,مستخدم@ بتتذكري الأسبوع الماضي وقت الحرايق هبيتي للمدافعة عن ك^ لزميلتك النايبة إنو شريف والحكي ما بكون بين الإ… https://t.co/DqeOZHNL5e,none,none
5472,مستخدم@ ممكن نعرف اذا كانت متعاطية حبوب او حشيش https://t.co/WZA4Vm1d09,none,none
6348,مستخدم@ منك لله زى ماخربتي اليمن يابومه ربنا ينتقم منك ومن الإشكال إللي زيك,misogyny,damning
7019,مستخدم@ الله الحامي الثورة مضيئة ونوركن كفاية,none,none
6894,مستخدم@ السيد حسن نصرالله يا بهيمة�,misogyny,discredit
836,مستخدم@ خليكي ف البلوة اللي عندك وحياة امك وشوفو هتخرجو منها ازاي,none,none
6892,مستخدم@ كما انك تثبتين بأنك إعلامية موضوعية ومستقلة وتحبين وطنك لأن ما كتبتيه يتطابق مع ما كتبته قبله. الف تحي… https://t.co/rj9nkKCa5Q,none,none
4744,مستخدم@ ونعم بالقيس اليمن وخلفة الملكة اروى,none,none
715,مستخدم@ ديما صادق، صوتك يرعبهم #كلنا_ديما_صادق,none,none
1588,مستخدم@ بعمري ما شفت انسان حقود مثلك يا ديما الواطية,misogyny,discredit
4931,مستخدم@ اهم ثوره جالسه تصير في الجاكوزي مع صديقتك غاده وجهك ما يساعد بس اجتهادك بيدخلك الجاكوزي قريب,none,none
5809,مستخدم@ عودة الى الوطن,none,none
1298,مستخدم@ واطية بس الفتنة,misogyny,discredit
1066,مستخدم@ توسخ كرمان بنستمر في انتقادك ليل نهار ٢٤ ساعه ولن نمل من البصق على وجهك القذر,misogyny,derailing
4753,مستخدم@ تلحسي بعضك هلا صار الحريري هو سبب الخراب في لبنان مهو مش عارف الله وين حاطه,misogyny,discredit
3943,مستخدم@ #ديما_الممسحة متعي نظرك بعلم الحزب والناس لبدا اياه وبتحبه بالمناسبه يا ديما هول بس شويييي يييي لو… https://t.co/yM0Wi738HQ,misogyny,discredit
668,مستخدم@ ثورة بح عمو روحي نامي,misogyny,stereotyping & objectification
3757,مستخدم@ نورتي طرابلس و الشمال ❤❤❤,none,none
1237,مستخدم@ لعنت الله عليش من اليوم لا يوم يبعثون يا وسخة,misogyny,damning
2245,مستخدم@ في دراسة لسا ما اجروها ثبت انو النسوان كلهم مجانين بس بعرفو يدسو الجنون لما بعد الزواج,misogyny,discredit
1400,مستخدم@ اللهم انصر الحق واهله,none,none
6223,مستخدم@ تيتا ديما يا هلا انتي المثال الأعلى عن اللبنانية يلي بيحكوا بدون ما يفهموا شو عم يحكوا,none,none
2504,مستخدم@ شو انك غبية و بلا عقل و فتانة و هبيلة,misogyny,discredit
4700,مستخدم@ و انتي يا عجوز النار مكانك مكب النفايات,misogyny,discredit
6078,مستخدم@ ست ديما... شو هالكلام... لا يليق بك. ترفعي.,none,none
7859,مستخدم@ مستخدم@ انتي صحافية ومعروفة ومحترمة هيك طلع معك ؟ بتأسف تغرّدي هيك عن استاذة محترمة بشغلها وحضر… https://t.co/ulZDmOtqL4,none,none
5281,مستخدم@ لعنة الله عليك وعلي من رباك,misogyny,damning
6352,مستخدم@ والله مستغرب معقوله الغربيين اغبياء الي هالدرجه يخلو واحده زيك تحاضر لهم والا الامر في دفع فلوس من قطر,misogyny,discredit
7686,مستخدم@ قول معاي ي حليل نميري والله انا ضد انو المرأة تكون في مناصب مثل الوزارات وم شابه والمرأة مكانها اساسآ المطبخ,misogyny,stereotyping & objectification
2746,الستات مينفعش يتدخلوا في الكورة ، مش تنمر ، دي حقيقة، لا جسمهم ولا عقلهم يسمح ، الكورة للرجالة بس.,misogyny,dominance
3310,RT مستخدم@: نانسي السبع خسئتي ! هؤلاء ليسوا حزبييين هؤلاء مواطنين شرفاء... الحزبيين بس ينزلوا صوتك ما رح يطلع...,misogyny,threat of violence
7114,مستخدم@ اخس عليكي يا ليليان ليه كده طه ده انا كنت بحبك,none,none
1802,مستخدم@ يا هبلة لان عم يحكي بمثابة رئيس جمهورية لبنان مش كأمين عام حزب الله � عيشي مع هالجو لحظة بلكي بتموتي ونرتاح من قرفك,misogyny,discredit
5779,مستخدم@ يقطع عمرك شو بايخه ....,misogyny,discredit
5710,مستخدم@ قبح الله وجهك يوم العيد ويوم الدين,misogyny,damning
6081,مستخدم@ ناطرينك انتي والثور تبعك ,misogyny,discredit
79,مستخدم@ مستخدم@ مستخدم@ الحسين وقبله محمد عليهم السلام لم يكونوا ظلمة ولم يؤذوا أحدا لا مسلما ولا غ… https://t.co/XKbmp0x9P1,none,none
1707,مستخدم@ ما بقا جيعانين هيدا كلو لا يغطوا علفضيحة بي صار الوقت مش رح تزبط معكن... مكشوفين,none,none
6083,مكانها الطبيعي المطبخ والمفروض من أولوياتها الطبخ,misogyny,stereotyping & objectification
282,لما صحافية تتعرض لهل الحجم من الحملات من احزاب السلطة يعني هل صحافية عم تعمل شغلا على أكمل وجه وعم تقول الحقيقة بو… https://t.co/ZQo6aPuw8D,none,none
4236,مستخدم@ رفع مكانة المرإة فرق الرجل في المجتمع يعني أن هناك استراتيجية لتقليل عدد السكان لأن هذا يعني زيادة معدلات الطلاق وتقليل الزواج ، وكذلك جودة الاعمال والمشاريع ستنخفض,misogyny,dominance
6436,مستخدم@ روحي نامي. أو روحي اتمسحي في فرنسا عشان يرضو عنك,none,none
2825,مستخدم@ ايه مظبوط الجيش سياج الوطن. والمقاومة سند للسياج. اد ما تحاولوا المقاومة باقية,none,none
0,مستخدم@ وجعجع رئيسك رجل شو؟ ؟؟,none,none
7160,مستخدم@ يعطيكي العافية الحمدالله على سلامتك. مميزة دائما,none,none
1736,مستخدم@ لبنان صغيرة للدرجة المتظاهرين يسمحو للرقاصه باب المسجد � https://t.co/mbE88vZHn1,none,none
7099,مستخدم@ هديلي زندك تأكدو من المعلومات وما تتسرعوا بالتحليل,none,none
2860,مستخدم@ مستخدم@ لازم يا يمنى تبطلو تاكلو كل ما شيفنكن معكن حق اكل ما رح يستقيلو اضربو عن الطعام بلكي ببطلو يقول في دعم سفارات��,none,none
4561,مستخدم@ من رياض الصلح و تحت الشتا.. انا كتير بحبك ❤️,none,none
1070,مستخدم@ تلحسي مفكري حالك بتفهمي و الحشا بينك و بين الفهم مسافة ما بتوصليلها,misogyny,discredit
4346,مستخدم@ والله ما حدا مقهور منه الا امثالك وفهمك كفاية,none,none
1227,مستخدم@ بدك تطاولي على السيد راح انشر الخبر تبعك بىكي حدا من الضاحية بروح بيعملك اتلي,misogyny,threat of violence
628,مستخدم@ انتي و اجري سوا��‍♂️,misogyny,discredit
4196,مستخدم@ كل هذا عشان دنيا زائله يا غبيه وراك حساب وعقاب يا كلبه حذاء ابن باز اطهر من وجهك القبيح,misogyny,dominance
1968,مستخدم@ حقك فرنكين,misogyny,stereotyping & objectification
3686,مستخدم@ من هؤلاء!!! ليه بطلتي تعرفي تقري شو مكتوب!!! مخابرات الجيش!! هلقد شايفينا بهايم يعني وجايين تستلمونا!!! من هؤلاء!!!!!,none,none
7043,مستخدم@ يا عيب الشوم عليكي ، يا بنت الجنوب المقاوم انتي ، كم قرش بخلوكي تغيري خطك السياسي كلّياً ، روحي رجعي عي… https://t.co/gvSCEOBD42,none,none
6459,مستخدم@ انتي أوطى من البزقة ع الأرض ��,misogyny,discredit
2920,مستخدم@ قصدك هريسة الهريسة معروفة اكلة حسينية يعني كلنا وجعنا واحد وكلنا عم ننزل,none,none
70,مستخدم@ انت مين بسوقك؟ علفك مين بيدفع حقه صحافة مأجورة,misogyny,discredit
1113,مستخدم@ مستخدم@ انت ل حقك صرماية,misogyny,discredit
2573,مستخدم@ خلاص ابقي تعالي اتباسي علشان متبقيش ضيقه الافق واهو كله في سياق الدراما,misogyny,sexual harassment
5564,اصلاً كرة القدم للشباب المرأة مكانها المطبخ وشغل البيت https://t.co/BEuf9S9M6h,misogyny,stereotyping & objectification
2699,مستخدم@ صرمايتو بناعك يا بنت الحرام..,misogyny,discredit
838,مستخدم@ ياللا الغاء متابعه لاستاذه ليليان كمان .. مش ناقصين هم,none,none
6447,مستخدم@ سخيفة فعلا ، وكمخة,misogyny,discredit
6154, مستخدم@ والله بعض الحريم مال حرق بديزل مال الصعيد😂😂,misogyny,derailing
1816,مستخدم@ على فين ياهدهد الجنانين انت ياض مصدق نفسك انك بنت ولا ايه احب اقولك انتى دكر دكر دكر دكر دكر ابوكى على ابو امك شمطاء عنساء مومس https://t.co/cF4h7B6Jqt,misogyny,discredit
6628,مستخدم@ اهم شي تمبسطي اقل سيارة حقا 8000$ هودي شو نازلين يعملو أاااااااا الطبيب قلن نزلو�,none,none
2193,مستخدم@ قناعك سقط,none,none
6573,مستخدم@ مسنات ، اتركهن يفتكروا الذي مضى و يتحلّوا شويَّ,misogyny,stereotyping & objectification
3274,RT مستخدم@: مستخدم@ مش انتو ل بتروحوا عالسفارات� ليش مين معبرك يا جلجوئه انت شقفة شغيلي خادمة عند لبروحوا عالسفارات بعدين اذا هال…,misogyny,discredit
4938,مستخدم@ الله يحميكم وسلامة قلبك نوال ويقويكم,none,none
7655,مستخدم@ في مثل هذه الحالات يبرز مواقف انسانية تدل على ضعف الانسان ومدى تأخره عن فهم الحقيقة التي لم تزل بعيدة عن ادراك العقل البشري .,none,none
1470,مستخدم@ كان من باب اولى ايتها المنافقة تطالبي بإحترام الأديان والمعتقدات,misogyny,discredit
5406,مستخدم@ بالسرعة هذي عدلتي خشتك من فلوس الجرارة . . الحشرة التي تمشي على التراب اطهر منك,misogyny,discredit
607,مستخدم@ أحسنتي النشر وا بارك لك في تعيين المنصب الجديد ربنا يعينك,none,none
6285,مستخدم@ انتي خففي حقد ونشر فتنة وما حدا بيبزق عليكِ,misogyny,derailing
1482,مستخدم@ كل الاحترام والتقدير للمرأة القويه والاعلاميه ديما صادق,none,none
6045,مستخدم@ مستخدم@ انشالله بيقبرها كلها سوا اول مره بتحكي كلمه مفيده��,misogyny,damning
660,مستخدم@ حيرتي السما تاعيتنا انت شو بدك الزلمي طلع بوطنية بامتياز ما عجبك.. ولو حط العلم ما بيعجبك.. ليكي من الاخ… https://t.co/dsDMWqRWRR,none,none
3900,مستخدم@ يا ريت بترجعي ع بطن امك وتربيك من اول وجديد,none,none
2933,مستخدم@ أنت شو بتجي للجنرال. شو تاريخك؟ تاريخك عدم الأخلاق وقلة المعرفة والهبل يا هبلة. روحي تثقفي بالقبل. تفه على هيك مستوى,misogyny,discredit
6511,مستخدم@ هولي صارو عندك كل مؤيدين المقاومة... ليش بتشملي الكل بفعل كم واحد.. حاقدة جدا انتي,misogyny,discredit
2132,مستخدم@ الله يسلط عليك نار تحرقك. قبحك الله ياحمالة الحطب ماهذا الكلام اللي تقشعر منه الأبدان سبعة في وجهك اللي كنه وجه قلدا مائير,misogyny,damning
3232,مستخدم@ مش قاهرك الا العونيه انت �� شو وقحه لو بتعيرينا سكوتك بليز شو بكون افضل �,misogyny,discredit
4544,مستخدم@ العمى بقلبك شو يايخة وسخيفة وغبية,misogyny,discredit
7475,مستخدم@ مشبعتيش تحريض ياتربيه وسخه روحي يابت جاهدي معاهم جهاد النكاح يااوسخ من أنجبت اليمن,misogyny,discredit
6405,مستخدم@ مين خبرك يا حلوة؟,none,none
2081,مستخدم@ يا خائنة ستحاسبون كلكم يا #ديما #ديما #الواطية,misogyny,discredit
1995,مستخدم@ مستخدم@ جايي الدكتور بشار ما ح يخليكون تنتظروا كتير,none,none
5262,مستخدم@ للأسف كنت احترمك.. للأسف كنت مغشوش فيكى.. فعلا لا تستحقى لا متابعه ولا احترام,none,none
5757,مستخدم@ انتي ليش بتردي على هيك قصص و تحرقي دمك و طاقتك؟,none,none
232,مستخدم@ كل اب عندوا ولاد صغار يهتم بتربيتهم احسن ما يطلعوا مثل يمنى فواز تافهين وبلا اخلاق ويندموا على الساعة لي خلفوهم,misogyny,discredit
5662,مستخدم@ حاولي تنطفي اسنانك قبل الكلمه، وما يمنع حبه ستربس خلال الكلمه ..,misogyny,stereotyping & objectification
4273,مستخدم@ مستخدم@ ما شاء الله عنك صار فيكي تنامي لأنو عرفنا إنك بتفهمي بالمونتاج,none,none
6621,مستخدم@ مين اللي يتنمر عليك أنتي مأخذه مقلب في نفسك.. غول بملابس إنثى 😆,misogyny,stereotyping & objectification
6546,مستخدم@ طب والله العظيم وحشتيني ووحشني ظهورك على الشاشة في مصر,none,none
7068,مستخدم@ الدفاع عن النفس و عن الوطن ضد عدو هو حق مشروع بميثاق الامم المتحدة، ارجو منك التثقف و الاطلاع لعلك تفقهين شيئا قبل ان تعجزي,none,none
2044,مستخدم@ انت من فاسدين الثورة يا ديما ويلي عم يحرفوها عن الطريق الصحيح,misogyny,discredit
7360,مستخدم@ بس ما خبرتينا عند ايا قضاء.القضاء الفاسد او القضاء المسيس.ما تحلمي كتير كمان نحن عنا دعاوي كتير بحقكم وبحق كل اعلامي فاسد,none,none
6718,مستخدم@ ان شالله تسعد عيوننا بمنشار ابو سلمان على جسدك العفن,misogyny,damning
4179,مستخدم@ له يا حنوني صايرة تحسي بلعالم,none,none
586,يا مريضة موتي مستخدم@ https://t.co/VHXbKhxzlM,misogyny,discredit
4313,مستخدم@ ديما ما تزعلي أغلب يلي هون هني ضد المظاهرات و عبيد لسياسيين يلي نحنا كثوار حنشيلن و مندعي يفيقو من نومن… https://t.co/ikozzOLRYI,none,none
1871,مستخدم@ مستخدم@ ٧ آيار انفرضت عليه (انو يقوصو عليهن وهني فاتحين صدرن شي طبيعي بدو يدافع عن حالو ),none,none
6224,مستخدم@ سدي بوزك .. بوزك سديه,misogyny,discredit
2740,مستخدم@ مستخدم@ هيدي شافت تاريخ المذكرة . يا رب نيزك على أصناف مدعي مهنة الإعلام,none,none
194,مستخدم@ التلفون الذكي اللي كتبتي بيه التويته الخايسه دي والله اذكى منك ..,misogyny,discredit
2387,مستخدم@ مستخدم@ مستخدم@ العمى بعيونها بدل ما تقول ادعموا الجيش اللبناني من يعتدي على الجيش اللبناني خائن ويجب محاسبته,misogyny,damning
682,مستخدم@ يا ست ديما معك كل الحق بس هيدا يطبق على الوزير جبران باسيل يلي كل يوم عم تنهان والدتو,none,none
5371,مستخدم@ يازعرا انت ههههههه,misogyny,sexual harassment
6333,مستخدم@ لو بتوقفي تحليل وركزي عشغلك بكون احسن.,none,none
5133,مستخدم@ ان مسيرة هي لله لن تسقط فما كان لله ينمو,none,none
6699,بكره الدكاتره الستات بغض النظر انهم دكاتره بيقعدوا يمارسوا مزاجيتهم المتقلبه ع الطلبه و ياريت بتوع العنصريه و اضطهاد المراة يتصرفوا ف الحوار ده,misogyny,discredit
1772,مستخدم@ مستخدم@ مستخدم@ مستخدم@ ازا اميركا عم توزع مناقيش زعتر تحت .تنزل ايران توزع مناقيش بيتزا .مش تطلع العالم,none,none
3830,مستخدم@ سخيفة ومنحطة .. عملاء إسرائيل ما إلهم حق يحكوا .. كوني وطنية ولبنانية بالأول وإرجعي تفلسفي ..… https://t.co/0WrhNgTD3H,misogyny,discredit
6323,مستخدم@ فتحي عيونك منيح اتطلعي بالشوارع وبقلوب الناس بتعرفي وين صار العلم,none,none
325,مستخدم@ سيتم دعسك انت ومن يروج لهذه الافكار كمن تضعين صورتها والسجون تشهد على اذلالكم...قال ثورة,misogyny,discredit
6474,اعلن تأييدي الفترة الحالية لأي بوست بينتقد الفيمينست و شايف ان الست مكانها البيت و بالأخص كما يقول الحلوفين *المطبخ *,misogyny,stereotyping & objectification
1338,مستخدم@ بضلي كلبه تنبحي الين ينكسر رأسك ونهايتك بتكون وسخه بتموتي و تصبح جنازتك النجسه دم الأبرياء في رقبتك https://t.co/SnlhCvFYW8,misogyny,discredit
4224,مستخدم@ كنا قلنالك تفضلي عالنبطية بس مدينة المقاومة ما بتتشرف بواطية متلك تدنس ترابها بصير بدنا بحر لتطهر منك ,misogyny,discredit
3517,مستخدم@ انت بس مشكلتك المستندات بكل يلي عم يصير؟؟؟,none,none
6817,مستخدم@ واطية ونص,misogyny,discredit
1003,مستخدم@ مستخدم@ صباط السيد حسن بنيعك وصباط جبران باسيل عا راسك,misogyny,discredit
2327,مستخدم@ مستخدم@ مستخدم@ هي بلبُلة الثورة.. فيها تحكي شو ما بدها �,none,none
239,مستخدم@ نوال جعجع ������,none,none
4104,مستخدم@ يكهربوكي ببريييييز,misogyny,threat of violence
6274,مستخدم@ كلن يشوف الناس بعين طبعه تفو عليك وعلى شكلك ياوقحة .. ماحترمتي حتى الميت في سبيل بس تخدمي قطيع الخرفان اللي ماشية وراهم الله يوريني فيك عجائب قدرته.,misogyny,discredit
914,مستخدم@ فاسدة وعميلة ..انضبي,misogyny,discredit
2818,مستخدم@ مستخدم@ مستخدم@ العمى شو مفحشه هدي البال,misogyny,discredit
3773,مستخدم@ ديما كل الاحرار بيحبوكي,none,none
5363,مستخدم@ مستخدم@ هلئ تركني المضمون و لحقتي القشور؟ ركزي بالمضمون بركي هل الشعب الجاهل بيتحسن وضعو شوي,none,none
4491,مستخدم@ بكرة راح يدعسوك بالنعال لأنك حشرة.,misogyny,threat of violence
5795,مستخدم@ حمالت الفتن خليك في سكرك روحي ارضعي الحوثي من الصدور العاريه,misogyny,sexual harassment
2390,مستخدم@ وفقك الله وحظك ورعاك يا بلقيس اليمن العضيم,none,none
3094,مستخدم@ #ديما_الواطيه #ديما_الصهيونيه #ديما_الشرشوحه #ديما_اليهوديه https://t.co/wQUJYF5Jnx,misogyny,discredit
6716,مستخدم@ يا ديما الحيوانة انشالله بس توقعي بإيدين الشباب يدعوسوكي وهاي الحيوانة اللي عم تنبح بحب قلها نحنا ما بنع… https://t.co/E5TFfcINTD,misogyny,threat of violence
2845,مستخدم@ ليه يامكسحةتتجرأي علي جيش مصر..واحدةمريضةزيك صفرةومعلولةبدل متشوفلهااسطوانةاكسجين تشمهاعلشان تعرف تفتح عيونهاالمعمصةبتتكلم علي اشرف وانبل جيش.معدةالانسان بتفرزاحماض تهضم الدهون وانتي معدتك بتفرزسموم قذرةتستلف منهااخس العقارب والثعابين.الرئتين,misogyny,discredit
7306,مستخدم@ هلقدّ بتفهمي! وهيدا اعتراف انو ثورتكن مزيفة وهدفكن بس جبران. مبروك عليكن الفوضى. ساقطة اخلاقياً ومهنياً والك عين تحكي.,misogyny,discredit
183,مستخدم@ حتى مننا نحن المواطنين الضعفاء ندعي الله انه يوفقش بمنشار اكبر من منشار خاشقجي وتكريما لانك نوبليه يعززوا بمفرمه صنع فرنسي اصلي,misogyny,damning
1625,مستخدم@ السعوديه والامارات قدمت شهداء من خيرة شبابها وانتي تتسكعي من دول لدوله اين اهل اليمن الشرفاء يلجمو هذي الرقطاء,misogyny,discredit
4874,مستخدم@ الله يسقط فيك واحد له اوله ماله اخر يا قحبة الاتراك,misogyny,damning
5951,مستخدم@ يا يمنى يا بنت عمي يا بنت بلدي كل مرة بدي وضحلك وصححلك وبكل احترام..هؤلاء ليسو عناصر في حزب الله..حزب ا… https://t.co/54HyagFuhU,none,none
2631,مستخدم@ معلومة قربة لله حرف k بيعني 1000 . رجعي طلّعي بالأرقام هلأ وخبريني عن شعورك!,misogyny,discredit
2901,مستخدم@ لا هيك كتير دقوا فيك شخصيا مفكرة نسينا يا بنت المحاور,none,none
2420,مستخدم@ لو لي سلطه حرقة النسوان كلهم الا امي 😇,misogyny,threat of violence
5720,مستخدم@ الوقت المناسب يتعلق بالابتزاز لمصلحة الحزب,none,none
155,مستخدم@ مستخدم@ عاهرة الإعلام,misogyny,discredit
4817,مستخدم@ أخزاكِ الله يا حقيرة يا وضيعة كيف تجرأتي بأن تتطاولي على إمام من أئمة المسلمين الإمام ابن باز رحمه الله قبح الله وجهك يا معتوهه,misogyny,damning
3357,مستخدم@ زهق منك وطالع يغير جو بالقصر. فعلا انتي كتير وسخة و رخيصة,misogyny,discredit
2382,مستخدم@ انت وحشة ����,misogyny,discredit
4423,مستخدم@ انت الى عندك برد فى زنابيرك تعالى العبى فى بحابيسى عشان بحابيسى بردانة وعايز أدفيها وادفيكى,misogyny,sexual harassment
5061,مستخدم@ نورتي الدار اهلا وسهلا فيكي @ Dimasadek,none,none
3090,مستخدم@ لحمدالله عسلامه ❤️,none,none
4162,مستخدم@ إلى توكل الشمطاء . تراب في وجهك,misogyny,discredit
2184,مستخدم@ مذيعه محايدة و رائدة.. تستحقي كل احترام و تقدير,none,none
4987,مستخدم@ روحي بيعي بصل احسن لج.. منافقة! كذابة! ارجعي بلدج اذا فيج خير,misogyny,discredit
6753,مستخدم@ لك دخيل عينك، الله يحميكي ❤,none,none
3694,مستخدم@ انتي كلك تحت اقدامنا ياشكمان يا توكل تبنان,misogyny,discredit
3293,مستخدم@ كلينتون بتقول عليه ريحتك وحشه يا راعيه الغنم,misogyny,stereotyping & objectification
5558,مستخدم@ مستخدم@ إنت مفخرة الإعلام,none,none
5649,مستخدم@ صح النوم يا هبيلة، انشالله توعي ع امور تانية كمان,misogyny,discredit
314,مستخدم@ صدقيني انك تفوقتي علي الزعماء والشاهير كل التعليقات تكسبك حسنات وخاصه من الي يسبوك ممكن تااخذيها حت في الااخره الف مبروك,none,none
6975,مستخدم@ الطرقات بدها تفتح غص من عن لي خلفك يا بنت الجزمة,misogyny,discredit
6294,مستخدم@ يقطع عمرك ما أقرفك,misogyny,discredit
4635,مستخدم@ وانتي بلدك المفلسة والوباء أكلها والجوع طاحنها وحزب الله بايعها مركزه مع مصر 😏 محروق قلبك ..خافي ربنا آخرتك كيس اسود بسوسته وعليه ورقه .,misogyny,threat of violence
6974,مستخدم@ المشكلة الحريم اللي توهم ماخذين الرخصه. يبغالهم تدريب من جديد😅😅,misogyny,dominance
61,مستخدم@ عندما تهب العاصفة اول المغادرين هم اصحاب الفتن امثالك يا التي تحرض الناس ولديها مكان اخر عند الازمة.,misogyny,discredit
5304,مستخدم@ اشتقنالك جيسيكا مش عم نشوفك كتير ❤,none,none
4268,مستخدم@ منحطة حقيرة واطية,misogyny,discredit
4189,مستخدم@ ايه اللى بتقوليه ده متفوقى يا بنتى انت دماغك فين يا ماما,misogyny,discredit
3541,مستخدم@ انتي من وين بتسمعي؟ قال او مسلما بعدين انقبري تابعي الفيديو الاصلي ولا تقطعيه عكيفك بس لك بتحبي تتبهدلي ذكرتيني بحدا اسمو ماكرون كمان ما بيفهم,misogyny,discredit
1677,مستخدم@ اعجوبة انت سعدانة تحكي عربي زمن,misogyny,stereotyping & objectification
1853,مستخدم@ #السيد_حسن_نصر_الله داعم أساسي لمطالب المتظاهرين السلميين وفي مقدمتها محاربة الفساد والعيش الكريم.. البع… https://t.co/aMAOF1NTdX,none,none
7072,مستخدم@ سكري تمك يا فوفي,none,none
5865,مستخدم@ في عندي شحاطة بلاستيك نمرة 42 حابب موّل فيها الثورة لمين فيني اتوجّه لأعطي ياها أو ببعتلك ياها ألك؟,misogyny,threat of violence
2383,ما حدا يلوم ديما صادق، لأن إذا ما حكت عن صرماية السيد بتتشردق ب سمها و بتموت مستخدم@ ,misogyny,discredit
222,مستخدم@ فرشي اسنانك بعد ما تقوتي الله يقرفك. https://t.co/YiCsDnOoi6,misogyny,damning
7717,RT مستخدم@: مستخدم@ ديما نحنا حدك، نحنا ثائرين أحرار و هني تبعيّين أذلال #نصرالله_واحد_منن #نصرالله_واحد_منن #لبنان__ينتفض,none,none
434,مستخدم@ وفقكم الله واعانكم وياليت والمؤتمر هذا كان في اي دولة اوربية من اجل ان يحظي بتغطية اعلامية عالمية وينال الحظ في النجاح,none,none
7166,مستخدم@ بس ممكن نعرف السيد بشو مشارك بالفساد ولو ما سماحته ما كنت عايشة باطمئنان,none,none
5122,مستخدم@ لو في دوله بتحترم حالها كنتي انت وأمثالك من صناع الفتن بمستشفى الأمراض العقلية او حبس روميه من زمان.,misogyny,discredit
4914,مستخدم@ مستخدم@ ايقونه الثوره ديما صادق منحبك لانك بتشبهينا,none,none
3741,نانسي السبع لمي خريش وين المشكلة اذا استقال جبران وانقذ البلد ؟ تلعثمت وتلبكت وما عرفت ترد ���� مستخدم@ ����,none,none
6525,مستخدم@ مستخدم@ لذلك أدعو دائما للتصويب و استخدام تعبير أخبار مضللة و أتبع النصح من صحافيتنا المخضرمة ما… https://t.co/c0uoEn9Z81,none,none
3974,مستخدم@ التحريض على الجيش اللبناني بالحفظ والصون,none,none
6072,مستخدم@ ما شاء الله عنك شو ترغلّي بالحكي �‍♀️,none,none
2909,مستخدم@ قوليلو وزع شوكولاطى وطعمينا وهو بقلك شوكولاطى مشكلطى مش كدا يا دمدوم �,none,none
1527,مستخدم@ قبح الله وجهك!تبحثين عن متابعين جدد!,misogyny,damning
582,مستخدم@ مستخدم@ مستخدم@ مستخدم@ هي وحده عميله صغيرة بتروح دعوسة,misogyny,discredit
2585,مستخدم@ اتفه مخلوقه بلبنان,misogyny,discredit
2057,محطة تحسين الخياط مفنوسة خلصت المضاهرات معش فيها تفحش نانسي السبع,none,none
7366,مراسلة الفتنة نانسي السبع تقول ان هناك متظاهرين سلميين ومجموعة مسلحة... صحيح هي زلة لسان ولكن الجديد لا زالت تبث ال… https://t.co/X9eD3sVVB6,none,none
1533,مستخدم@ أخيرًا النعجة إكلمت طبعًاإنتى مش هتفوتى فورصة ذى دى يا توكل ياكرمان بس التفاوض خد منك وقت بتموتى فى الفلوس ذى الخرفان عملاء وخونة لأوطنهم,misogyny,discredit
1741,مستخدم@ منفهم انو كل يلي مع الثورة صار بدن حماية؟,none,none
3876,مستخدم@ انتي صاحبة المخططات المشبوهة وصاحبة الفتن,misogyny,discredit
7370,المشكلة إن معظم النسوان الموجودة في تويتر كلهم كدابين بس بيحاولو يفكو عن نفسهم في تويتر,misogyny,discredit
5816,مستخدم@ عسى تركيا نشوفها كلها ثورات ويدعسو على وجهك,misogyny,damning
470,مستخدم@ مستخدم@ يخرب عقلك ما اشنعك �����,misogyny,discredit
5790,مستخدم@ ديما المجوية #,misogyny,discredit
3224,مستخدم@ حتي لو كلام للاستهلاك المهم انه اتكلم وعبر عن غضبه,none,none
528,مستخدم@ مش انت على اساس قوات يعني منفهم منٌك هلٌق بطلتي صرت حراك مدني,none,none
6777,مستخدم@ مستخدم@ انشالله تكوني انتي لي سامعة فيا� بلكي بتنضبي شوي,misogyny,discredit
2610,مستخدم@ السعودية خط احمر لولا السعودية لكنتي في احضان الايراني يتمتع فيك ياعاهرة,misogyny,discredit
3655,مستخدم@ مستخدم@ عم تركب الموجة بحذر شديد.. ذكية جسيكا �,none,none
5673,مستخدم@ يا ست يمنى فواز ماذرة من بيروت على النبطية بدها يومين بهيك وضع ما بيوصلو خليكي منطقية شوي او فيكي تشتغلي مراسلة مع الجزيرة,none,none
3029,مستخدم@ تفوووو عليك وعلى وجهك يازباله يامرتزقه يامنحطه ياعدوة الاسلام ابن باز اشرف منك واشرف من انه يذكر يتغريدة وحده مثلك,misogyny,discredit
322,RT مستخدم@: مستخدم@ #كلي_درا ورأفة بالست الوالده يلي صار صيتها ع كل لسان من المحيط للخليج ياريت تاكلي درا وتمحي التو…,misogyny,discredit
